date_log,location,temperature,precipitation,weather_condition
2023-02-24,Marseille,21.9,1.6,ensoleillé
2023-02-24,Nice,25.2,1.4,ensoleillé
2023-02-24,Bordeaux,18.7,0.7,ensoleillé
2023-02-24,Toulouse,19.6,0.9,nuageux
2023-02-24,Lille,23.6,1.1,neige
2023-02-24,Strasbourg,23.7,0.9,ensoleillé
2023-02-24,Nantes,20.4,0.0,pluie
2023-02-24,Chamonix,24.6,1.5,ensoleillé
2023-02-25,Paris,25.0,0.0,nuageux
2023-02-25,Lyon,30.4,0.8,nuageux
2023-02-25,Marseille,25.5,0.0,ensoleillé
2023-02-25,Nice,23.1,0.0,pluie
2023-02-25,Bordeaux,16.9,3.9,pluie
2023-02-25,Toulouse,19.0,1.3,nuageux
2023-02-25,Lille,24.4,1.7,ensoleillé
2023-02-25,Strasbourg,20.8,1.5,neige
2023-02-25,Nantes,32.0,0.9,pluie
2023-02-25,Chamonix,21.0,2.6,ensoleillé
2023-02-26,Paris,25.5,2.8,nuageux
2023-02-26,Lyon,23.2,0.0,ensoleillé
2023-02-26,Marseille,28.2,0.0,nuageux
2023-02-26,Nice,21.5,0.0,ensoleillé
2023-02-26,Bordeaux,19.7,1.5,pluie
2023-02-26,Toulouse,21.6,1.6,pluie
2023-02-26,Lille,28.1,1.7,ensoleillé
2023-02-26,Strasbourg,18.8,2.4,neige
2023-02-26,Nantes,25.9,0.0,nuageux
2023-02-26,Chamonix,23.0,2.1,pluie
2023-02-27,Paris,18.5,3.1,pluie
2023-02-27,Lyon,19.2,1.2,nuageux
2023-02-27,Marseille,19.1,1.0,pluie
2023-02-27,Nice,14.5,0.0,neige
2023-02-27,Bordeaux,28.0,0.0,ensoleillé
2023-02-27,Toulouse,15.0,0.0,pluie
2023-02-27,Lille,16.8,0.0,nuageux
2023-02-27,Strasbourg,28.2,2.5,nuageux
2023-02-27,Nantes,16.6,4.4,nuageux
2023-02-27,Chamonix,24.9,0.5,pluie
2023-02-28,Paris,7.5,4.4,ensoleillé
2023-02-28,Lyon,13.1,0.0,pluie
2023-02-28,Marseille,25.1,4.7,pluie
2023-02-28,Nice,26.9,1.8,ensoleillé
2023-02-28,Bordeaux,23.0,2.3,pluie
2023-02-28,Toulouse,23.8,1.4,ensoleillé
2023-02-28,Lille,20.5,0.9,nuageux
2023-02-28,Strasbourg,16.2,0.6,nuageux
2023-02-28,Nantes,11.5,0.9,ensoleillé
2023-02-28,Chamonix,15.1,0.0,ensoleillé
2023-03-01,Paris,20.9,3.1,pluie
2023-03-01,Lyon,24.6,0.0,ensoleillé
2023-03-01,Marseille,15.1,2.4,ensoleillé
2023-03-01,Nice,15.1,0.7,pluie
2023-03-01,Bordeaux,22.8,0.0,ensoleillé
2023-03-01,Toulouse,20.5,0.0,pluie
2023-03-01,Lille,17.0,1.5,pluie
2023-03-01,Strasbourg,12.0,1.7,ensoleillé
2023-03-01,Nantes,19.9,1.8,ensoleillé
2023-03-01,Chamonix,21.1,3.0,orage
2023-03-02,Paris,20.6,0.4,ensoleillé
2023-03-02,Lyon,20.6,1.8,pluie
2023-03-02,Marseille,20.2,1.1,nuageux
2023-03-02,Nice,16.5,0.0,pluie
2023-03-02,Bordeaux,13.0,3.6,nuageux
2023-03-02,Toulouse,13.8,0.0,nuageux
2023-03-02,Lille,16.4,2.3,nuageux
2023-03-02,Strasbourg,18.5,2.9,pluie
2023-03-02,Nantes,16.6,1.4,ensoleillé
2023-03-02,Chamonix,15.8,4.2,ensoleillé
2023-03-03,Paris,14.1,1.5,nuageux
2023-03-03,Lyon,23.2,1.6,ensoleillé
2023-03-03,Marseille,19.1,0.8,nuageux
2023-03-03,Nice,20.2,0.8,nuageux
2023-03-03,Bordeaux,24.8,4.3,nuageux
2023-03-03,Toulouse,17.2,0.0,nuageux
2023-03-03,Lille,19.6,4.9,pluie
2023-03-03,Strasbourg,16.0,3.5,ensoleillé
2023-03-03,Nantes,28.4,0.2,pluie
2023-03-03,Chamonix,22.8,3.4,ensoleillé
2023-03-04,Paris,18.1,0.7,ensoleillé
2023-03-04,Lyon,17.1,0.0,ensoleillé
2023-03-04,Marseille,16.8,0.0,ensoleillé
2023-03-04,Nice,20.2,0.0,ensoleillé
2023-03-04,Bordeaux,21.2,0.0,nuageux
2023-03-04,Toulouse,21.7,2.3,pluie
2023-03-04,Lille,10.0,1.6,ensoleillé
2023-03-04,Strasbourg,26.1,0.0,ensoleillé
2023-03-04,Nantes,28.4,1.6,nuageux
2023-03-04,Chamonix,16.5,0.9,pluie
2023-03-05,Paris,22.8,1.1,neige
2023-03-05,Lyon,22.7,0.0,nuageux
2023-03-05,Marseille,20.8,0.0,ensoleillé
2023-03-05,Nice,19.4,0.0,ensoleillé
2023-03-05,Bordeaux,16.3,2.9,ensoleillé
2023-03-05,Toulouse,25.5,1.9,ensoleillé
2023-03-05,Lille,14.5,0.5,ensoleillé
2023-03-05,Strasbourg,26.1,1.2,ensoleillé
2023-03-05,Nantes,31.6,1.6,nuageux
2023-03-05,Chamonix,21.0,0.5,ensoleillé
2023-03-06,Paris,20.7,0.8,neige
2023-03-06,Lyon,23.5,2.4,nuageux
2023-03-06,Marseille,16.1,0.0,nuageux
2023-03-06,Nice,10.8,1.8,ensoleillé
2023-03-06,Bordeaux,14.5,0.0,pluie
2023-03-06,Toulouse,21.9,4.7,nuageux
2023-03-06,Lille,20.0,2.3,pluie
2023-03-06,Strasbourg,20.4,0.9,nuageux
2023-03-06,Nantes,24.6,0.6,nuageux
2023-03-06,Chamonix,21.3,1.5,nuageux
2023-03-07,Paris,16.7,2.5,ensoleillé
2023-03-07,Lyon,19.1,0.0,ensoleillé
2023-03-07,Marseille,22.7,0.0,orage
2023-03-07,Nice,20.1,1.0,nuageux
2023-03-07,Bordeaux,25.4,1.7,pluie
2023-03-07,Toulouse,19.9,2.2,nuageux
2023-03-07,Lille,27.0,1.8,ensoleillé
2023-03-07,Strasbourg,20.1,0.0,nuageux
2023-03-07,Nantes,14.7,0.5,ensoleillé
2023-03-07,Chamonix,17.0,0.7,ensoleillé
2023-03-08,Paris,20.3,1.8,nuageux
2023-03-08,Lyon,19.6,1.7,ensoleillé
2023-03-08,Marseille,20.3,0.0,neige
2023-03-08,Nice,15.3,0.8,ensoleillé
2023-03-08,Bordeaux,14.0,1.9,pluie
2023-03-08,Toulouse,27.7,2.8,nuageux
2023-03-08,Lille,18.9,3.2,pluie
2023-03-08,Strasbourg,20.7,0.5,ensoleillé
2023-03-08,Nantes,16.9,0.5,nuageux
2023-03-08,Chamonix,18.1,1.3,nuageux
2023-03-09,Paris,20.8,1.0,nuageux
2023-03-09,Lyon,22.2,2.8,pluie
2023-03-09,Marseille,24.7,0.0,neige
2023-03-09,Nice,7.2,2.4,ensoleillé
2023-03-09,Bordeaux,13.2,0.7,nuageux
2023-03-09,Toulouse,14.1,0.0,nuageux
2023-03-09,Lille,22.7,2.1,pluie
2023-03-09,Strasbourg,17.1,0.0,orage
2023-03-09,Nantes,17.3,1.6,ensoleillé
2023-03-09,Chamonix,12.6,1.3,ensoleillé
2023-03-10,Paris,19.9,1.9,nuageux
2023-03-10,Lyon,20.6,0.0,ensoleillé
2023-03-10,Marseille,26.0,0.8,ensoleillé
2023-03-10,Nice,19.9,0.0,ensoleillé
2023-03-10,Bordeaux,17.8,0.0,ensoleillé
2023-03-10,Toulouse,19.1,3.6,nuageux
2023-03-10,Lille,13.1,0.0,nuageux
2023-03-10,Strasbourg,27.4,0.7,ensoleillé
2023-03-10,Nantes,16.7,2.6,ensoleillé
2023-03-10,Chamonix,17.0,3.7,pluie
2023-03-11,Paris,23.4,0.3,pluie
2023-03-11,Lyon,30.8,0.1,nuageux
2023-03-11,Marseille,23.7,1.4,nuageux
2023-03-11,Nice,26.5,3.3,orage
2023-03-11,Bordeaux,20.2,0.0,pluie
2023-03-11,Toulouse,22.3,0.0,nuageux
2023-03-11,Lille,30.1,1.2,nuageux
2023-03-11,Strasbourg,18.2,1.3,orage
2023-03-11,Nantes,13.3,0.0,nuageux
2023-03-11,Chamonix,26.0,0.0,nuageux
2023-03-12,Paris,14.8,1.8,nuageux
2023-03-12,Lyon,25.9,2.1,orage
2023-03-12,Marseille,25.0,0.0,pluie
2023-03-12,Nice,12.9,3.3,ensoleillé
2023-03-12,Bordeaux,18.4,0.6,ensoleillé
2023-03-12,Toulouse,26.6,1.8,ensoleillé
2023-03-12,Lille,22.3,4.2,pluie
2023-03-12,Strasbourg,16.8,2.4,nuageux
2023-03-12,Nantes,20.3,1.4,ensoleillé
2023-03-12,Chamonix,27.6,1.8,ensoleillé
2023-03-13,Paris,22.7,2.6,nuageux
2023-03-13,Lyon,18.2,0.0,nuageux
2023-03-13,Marseille,14.8,0.0,orage
2023-03-13,Nice,30.3,0.0,nuageux
2023-03-13,Bordeaux,18.9,0.6,nuageux
2023-03-13,Toulouse,21.5,2.2,ensoleillé
2023-03-13,Lille,24.3,0.1,ensoleillé
2023-03-13,Strasbourg,19.2,1.4,nuageux
2023-03-13,Nantes,18.8,3.4,ensoleillé
2023-03-13,Chamonix,22.5,2.1,ensoleillé
2023-03-14,Paris,23.3,2.8,ensoleillé
2023-03-14,Lyon,20.9,0.0,neige
2023-03-14,Marseille,22.0,0.0,pluie
2023-03-14,Nice,17.4,1.9,nuageux
2023-03-14,Bordeaux,26.2,1.0,neige
2023-03-14,Toulouse,21.5,3.6,neige
2023-03-14,Lille,21.2,4.9,nuageux
2023-03-14,Strasbourg,22.8,0.0,ensoleillé
2023-03-14,Nantes,23.8,1.6,ensoleillé
2023-03-14,Chamonix,26.4,2.0,pluie
2023-03-15,Paris,19.3,0.0,nuageux
2023-03-15,Lyon,19.0,0.0,nuageux
2023-03-15,Marseille,17.1,1.9,orage
2023-03-15,Nice,28.3,1.6,ensoleillé
2023-03-15,Bordeaux,14.0,1.7,nuageux
2023-03-15,Toulouse,26.0,0.1,nuageux
2023-03-15,Lille,19.3,1.0,nuageux
2023-03-15,Strasbourg,16.1,2.0,ensoleillé
2023-03-15,Nantes,19.4,1.6,ensoleillé
2023-03-15,Chamonix,15.6,0.3,ensoleillé
2023-03-16,Paris,23.6,0.4,nuageux
2023-03-16,Lyon,28.6,0.4,pluie
2023-03-16,Marseille,21.1,2.4,ensoleillé
2023-03-16,Nice,12.9,0.0,nuageux
2023-03-16,Bordeaux,12.4,2.9,ensoleillé
2023-03-16,Toulouse,17.2,4.8,orage
2023-03-16,Lille,17.2,1.3,pluie
2023-03-16,Strasbourg,27.7,4.0,nuageux
2023-03-16,Nantes,30.3,2.8,nuageux
2023-03-16,Chamonix,25.1,1.9,ensoleillé
2023-03-17,Paris,23.9,0.2,ensoleillé
2023-03-17,Lyon,15.9,1.0,neige
2023-03-17,Marseille,19.1,0.3,nuageux
2023-03-17,Nice,23.5,2.4,nuageux
2023-03-17,Bordeaux,20.4,3.2,neige
2023-03-17,Toulouse,14.3,0.7,nuageux
2023-03-17,Lille,16.4,0.0,nuageux
2023-03-17,Strasbourg,19.6,0.8,nuageux
2023-03-17,Nantes,27.6,1.9,ensoleillé
2023-03-17,Chamonix,14.9,3.8,ensoleillé
2023-03-18,Paris,26.1,1.9,pluie
2023-03-18,Lyon,18.9,0.0,nuageux
2023-03-18,Marseille,18.1,2.6,pluie
2023-03-18,Nice,29.4,3.3,ensoleillé
2023-03-18,Bordeaux,17.6,0.0,nuageux
2023-03-18,Toulouse,20.7,0.0,orage
2023-03-18,Lille,21.6,0.8,nuageux
2023-03-18,Strasbourg,17.7,0.0,nuageux
2023-03-18,Nantes,22.6,0.2,ensoleillé
2023-03-18,Chamonix,14.2,0.0,neige
2023-03-19,Paris,19.9,3.7,nuageux
2023-03-19,Lyon,28.3,0.3,ensoleillé
2023-03-19,Marseille,17.0,1.7,ensoleillé
2023-03-19,Nice,15.0,1.5,nuageux
2023-03-19,Bordeaux,23.8,2.8,nuageux
2023-03-19,Toulouse,19.5,0.7,ensoleillé
2023-03-19,Lille,15.6,0.0,neige
2023-03-19,Strasbourg,18.9,1.6,orage
2023-03-19,Nantes,24.6,0.0,nuageux
2023-03-19,Chamonix,27.5,0.6,ensoleillé
2023-03-20,Paris,19.9,0.0,pluie
2023-03-20,Lyon,7.9,2.3,nuageux
2023-03-20,Marseille,23.7,0.6,pluie
2023-03-20,Nice,20.3,1.8,nuageux
2023-03-20,Bordeaux,12.2,0.2,ensoleillé
2023-03-20,Toulouse,24.0,0.0,pluie
2023-03-20,Lille,21.5,0.0,neige
2023-03-20,Strasbourg,22.3,0.9,ensoleillé
2023-03-20,Nantes,11.9,2.7,nuageux
2023-03-20,Chamonix,16.3,0.0,ensoleillé
2023-03-21,Paris,21.0,2.7,orage
2023-03-21,Lyon,14.9,1.1,nuageux
2023-03-21,Marseille,22.1,2.0,pluie
2023-03-21,Nice,20.9,0.4,pluie
2023-03-21,Bordeaux,15.9,1.1,ensoleillé
2023-03-21,Toulouse,14.6,0.0,pluie
2023-03-21,Lille,22.2,2.4,nuageux
2023-03-21,Strasbourg,8.2,0.0,orage
2023-03-21,Nantes,23.1,4.1,nuageux
2023-03-21,Chamonix,20.1,0.0,pluie
2023-03-22,Paris,19.1,3.1,ensoleillé
2023-03-22,Lyon,16.8,0.0,ensoleillé
2023-03-22,Marseille,17.6,0.0,nuageux
2023-03-22,Nice,20.6,3.4,neige
2023-03-22,Bordeaux,21.6,0.6,nuageux
2023-03-22,Toulouse,18.5,0.0,ensoleillé
2023-03-22,Lille,24.4,0.9,nuageux
2023-03-22,Strasbourg,19.1,5.8,ensoleillé
2023-03-22,Nantes,21.5,0.0,nuageux
2023-03-22,Chamonix,17.9,2.7,nuageux
2023-03-23,Paris,20.6,0.0,nuageux
2023-03-23,Lyon,24.6,0.0,ensoleillé
2023-03-23,Marseille,29.4,2.6,ensoleillé
2023-03-23,Nice,17.8,2.9,nuageux
2023-03-23,Bordeaux,20.3,2.3,nuageux
2023-03-23,Toulouse,22.4,0.0,ensoleillé
2023-03-23,Lille,16.8,2.5,pluie
2023-03-23,Strasbourg,18.3,0.4,ensoleillé
2023-03-23,Nantes,15.2,1.6,pluie
2023-03-23,Chamonix,30.3,0.0,pluie
2023-03-24,Paris,20.1,3.1,pluie
2023-03-24,Lyon,19.6,1.7,ensoleillé
2023-03-24,Marseille,14.7,1.6,nuageux
2023-03-24,Nice,19.1,2.5,pluie
2023-03-24,Bordeaux,25.9,4.9,neige
2023-03-24,Toulouse,22.9,1.5,nuageux
2023-03-24,Lille,21.0,0.5,ensoleillé
2023-03-24,Strasbourg,21.7,0.6,nuageux
2023-03-24,Nantes,20.8,3.0,nuageux
2023-03-24,Chamonix,15.0,2.7,pluie
2023-03-25,Paris,26.6,0.8,pluie
2023-03-25,Lyon,9.4,0.1,nuageux
2023-03-25,Marseille,26.5,1.0,nuageux
2023-03-25,Nice,15.0,0.2,nuageux
2023-03-25,Bordeaux,24.2,1.8,pluie
2023-03-25,Toulouse,18.8,0.4,nuageux
2023-03-25,Lille,18.0,0.0,nuageux
2023-03-25,Strasbourg,28.1,0.5,ensoleillé
2023-03-25,Nantes,26.1,3.3,nuageux
2023-03-25,Chamonix,25.0,0.4,neige
2023-03-26,Paris,22.0,1.0,ensoleillé
2023-03-26,Lyon,15.5,1.5,nuageux
2023-03-26,Marseille,14.1,2.8,nuageux
2023-03-26,Nice,17.7,1.3,pluie
2023-03-26,Bordeaux,21.4,0.6,pluie
2023-03-26,Toulouse,22.9,0.3,pluie
2023-03-26,Lille,24.4,0.0,ensoleillé
2023-03-26,Strasbourg,20.6,3.9,ensoleillé
2023-03-26,Nantes,15.0,0.0,pluie
2023-03-26,Chamonix,22.6,1.3,pluie
2023-03-27,Paris,21.8,1.7,pluie
2023-03-27,Lyon,23.2,2.7,ensoleillé
2023-03-27,Marseille,22.0,0.6,ensoleillé
2023-03-27,Nice,23.4,3.8,nuageux
2023-03-27,Bordeaux,19.3,0.0,orage
2023-03-27,Toulouse,25.5,0.8,neige
2023-03-27,Lille,9.1,2.3,pluie
2023-03-27,Strasbourg,17.3,0.9,nuageux
2023-03-27,Nantes,21.7,1.3,ensoleillé
2023-03-27,Chamonix,23.5,0.3,nuageux
2023-03-28,Paris,22.6,0.6,pluie
2023-03-28,Lyon,23.7,1.9,nuageux
2023-03-28,Marseille,15.3,2.6,nuageux
2023-03-28,Nice,17.3,2.2,orage
2023-03-28,Bordeaux,21.8,3.8,ensoleillé
2023-03-28,Toulouse,18.9,0.5,pluie
2023-03-28,Lille,19.9,0.5,ensoleillé
2023-03-28,Strasbourg,24.0,0.0,ensoleillé
2023-03-28,Nantes,14.7,0.0,ensoleillé
2023-03-28,Chamonix,24.8,3.6,nuageux
2023-03-29,Paris,19.5,0.7,nuageux
2023-03-29,Lyon,20.4,2.7,pluie
2023-03-29,Marseille,15.4,1.4,ensoleillé
2023-03-29,Nice,24.9,1.8,ensoleillé
2023-03-29,Bordeaux,20.9,2.5,pluie
2023-03-29,Toulouse,6.5,2.0,nuageux
2023-03-29,Lille,16.7,0.0,ensoleillé
2023-03-29,Strasbourg,22.6,3.1,orage
2023-03-29,Nantes,19.3,2.4,ensoleillé
2023-03-29,Chamonix,28.1,3.0,nuageux
2023-03-30,Paris,28.2,2.1,ensoleillé
2023-03-30,Lyon,20.4,0.0,ensoleillé
2023-03-30,Marseille,18.8,0.0,ensoleillé
2023-03-30,Nice,30.9,0.7,pluie
2023-03-30,Bordeaux,20.6,1.8,orage
2023-03-30,Toulouse,20.2,3.5,nuageux
2023-03-30,Lille,16.9,1.3,ensoleillé
2023-03-30,Strasbourg,16.3,0.0,nuageux
2023-03-30,Nantes,16.9,0.9,ensoleillé
2023-03-30,Chamonix,17.9,0.0,nuageux
2023-03-31,Paris,13.0,0.9,nuageux
2023-03-31,Lyon,12.5,2.1,nuageux
2023-03-31,Marseille,20.4,0.0,ensoleillé
2023-03-31,Nice,18.5,0.0,pluie
2023-03-31,Bordeaux,21.6,3.0,ensoleillé
2023-03-31,Toulouse,10.6,1.2,ensoleillé
2023-03-31,Lille,19.2,2.0,nuageux
2023-03-31,Strasbourg,21.1,0.0,ensoleillé
2023-03-31,Nantes,18.4,0.0,nuageux
2023-03-31,Chamonix,25.4,1.0,nuageux
2023-04-01,Paris,29.5,0.9,neige
2023-04-01,Lyon,16.5,0.0,ensoleillé
2023-04-01,Marseille,11.0,0.0,neige
2023-04-01,Nice,21.3,1.8,nuageux
2023-04-01,Bordeaux,12.1,2.3,ensoleillé
2023-04-01,Toulouse,17.6,1.2,nuageux
2023-04-01,Lille,28.1,2.3,nuageux
2023-04-01,Strasbourg,18.7,0.0,pluie
2023-04-01,Nantes,9.2,0.0,ensoleillé
2023-04-01,Chamonix,18.9,0.0,nuageux
2023-04-02,Paris,19.3,1.1,nuageux
2023-04-02,Lyon,18.9,0.0,orage
2023-04-02,Marseille,20.8,1.7,ensoleillé
2023-04-02,Nice,14.5,3.1,pluie
2023-04-02,Bordeaux,19.5,1.0,nuageux
2023-04-02,Toulouse,23.5,1.3,ensoleillé
2023-04-02,Lille,24.8,1.4,nuageux
2023-04-02,Strasbourg,16.9,1.5,nuageux
2023-04-02,Nantes,14.3,1.2,nuageux
2023-04-02,Chamonix,19.8,0.7,pluie
2023-04-03,Paris,19.4,0.0,nuageux
2023-04-03,Lyon,17.3,1.1,pluie
2023-04-03,Marseille,20.8,0.0,nuageux
2023-04-03,Nice,26.3,0.0,orage
2023-04-03,Bordeaux,24.8,1.6,nuageux
2023-04-03,Toulouse,16.8,3.7,ensoleillé
2023-04-03,Lille,14.0,2.4,nuageux
2023-04-03,Strasbourg,25.0,0.0,nuageux
2023-04-03,Nantes,27.0,0.6,pluie
2023-04-03,Chamonix,21.4,1.4,ensoleillé
2023-04-04,Paris,19.3,2.2,ensoleillé
2023-04-04,Lyon,24.0,0.0,pluie
2023-04-04,Marseille,26.5,0.0,ensoleillé
2023-04-04,Nice,25.2,2.7,ensoleillé
2023-04-04,Bordeaux,14.5,0.4,nuageux
2023-04-04,Toulouse,14.5,0.7,neige
2023-04-04,Lille,18.5,2.2,nuageux
2023-04-04,Strasbourg,26.6,3.1,orage
2023-04-04,Nantes,17.2,0.7,pluie
2023-04-04,Chamonix,11.6,0.0,ensoleillé
2023-04-05,Paris,24.8,3.4,pluie
2023-04-05,Lyon,13.8,0.1,nuageux
2023-04-05,Marseille,19.9,1.4,pluie
2023-04-05,Nice,16.0,1.6,pluie
2023-04-05,Bordeaux,17.6,1.0,ensoleillé
2023-04-05,Toulouse,22.7,1.0,ensoleillé
2023-04-05,Lille,17.8,0.8,neige
2023-04-05,Strasbourg,19.6,0.4,ensoleillé
2023-04-05,Nantes,18.7,3.4,neige
2023-04-05,Chamonix,22.8,0.6,pluie
2023-04-06,Paris,23.5,0.5,pluie
2023-04-06,Lyon,25.9,1.6,neige
2023-04-06,Marseille,19.5,1.7,neige
2023-04-06,Nice,12.1,0.0,pluie
2023-04-06,Bordeaux,14.0,1.2,ensoleillé
2023-04-06,Toulouse,28.7,4.3,pluie
2023-04-06,Lille,23.2,1.8,ensoleillé
2023-04-06,Strasbourg,11.0,0.2,nuageux
2023-04-06,Nantes,16.1,0.1,nuageux
2023-04-06,Chamonix,19.2,0.3,nuageux
2023-04-07,Paris,10.1,2.1,nuageux
2023-04-07,Lyon,14.6,1.4,nuageux
2023-04-07,Marseille,30.4,0.0,pluie
2023-04-07,Nice,7.3,0.6,orage
2023-04-07,Bordeaux,25.5,3.9,ensoleillé
2023-04-07,Toulouse,13.9,1.7,ensoleillé
2023-04-07,Lille,17.7,0.8,ensoleillé
2023-04-07,Strasbourg,33.2,0.0,pluie
2023-04-07,Nantes,21.3,1.7,nuageux
2023-04-07,Chamonix,25.4,1.1,orage
2023-04-08,Paris,21.5,0.4,ensoleillé
2023-04-08,Lyon,21.3,0.5,ensoleillé
2023-04-08,Marseille,23.1,0.4,pluie
2023-04-08,Nice,21.9,1.0,orage
2023-04-08,Bordeaux,25.6,0.9,ensoleillé
2023-04-08,Toulouse,11.1,2.9,nuageux
2023-04-08,Lille,15.5,0.0,ensoleillé
2023-04-08,Strasbourg,17.0,3.1,orage
2023-04-08,Nantes,9.3,5.7,ensoleillé
2023-04-08,Chamonix,25.3,1.3,nuageux
2023-04-09,Paris,19.7,1.4,ensoleillé
2023-04-09,Lyon,22.6,2.0,pluie
2023-04-09,Marseille,22.8,1.1,ensoleillé
2023-04-09,Nice,19.0,0.8,nuageux
2023-04-09,Bordeaux,19.0,2.7,nuageux
2023-04-09,Toulouse,23.0,0.0,pluie
2023-04-09,Lille,23.3,1.3,orage
2023-04-09,Strasbourg,19.9,0.4,nuageux
2023-04-09,Nantes,25.6,2.4,pluie
2023-04-09,Chamonix,16.1,1.6,ensoleillé
2023-04-10,Paris,15.1,0.0,nuageux
2023-04-10,Lyon,16.9,2.3,ensoleillé
2023-04-10,Marseille,24.8,1.8,nuageux
2023-04-10,Nice,23.6,1.8,nuageux
2023-04-10,Bordeaux,16.8,1.6,neige
2023-04-10,Toulouse,24.0,2.1,ensoleillé
2023-04-10,Lille,25.9,2.1,ensoleillé
2023-04-10,Strasbourg,21.8,2.6,nuageux
2023-04-10,Nantes,19.9,0.0,neige
2023-04-10,Chamonix,19.2,0.0,pluie
2023-04-11,Paris,16.6,0.8,ensoleillé
2023-04-11,Lyon,16.0,0.5,nuageux
2023-04-11,Marseille,10.5,1.3,nuageux
2023-04-11,Nice,20.0,0.0,neige
2023-04-11,Bordeaux,23.3,2.4,ensoleillé
2023-04-11,Toulouse,12.0,0.0,ensoleillé
2023-04-11,Lille,16.2,0.0,ensoleillé
2023-04-11,Strasbourg,24.1,0.7,ensoleillé
2023-04-11,Nantes,18.7,0.0,pluie
2023-04-11,Chamonix,23.2,0.0,nuageux
2023-04-12,Paris,20.3,1.4,nuageux
2023-04-12,Lyon,26.8,0.0,nuageux
2023-04-12,Marseille,4.9,1.3,nuageux
2023-04-12,Nice,29.0,2.9,ensoleillé
2023-04-12,Bordeaux,21.0,0.3,pluie
2023-04-12,Toulouse,24.0,0.0,ensoleillé
2023-04-12,Lille,22.4,1.8,ensoleillé
2023-04-12,Strasbourg,25.3,5.1,nuageux
2023-04-12,Nantes,22.0,0.2,ensoleillé
2023-04-12,Chamonix,19.9,0.0,pluie
2023-04-13,Paris,16.5,0.4,ensoleillé
2023-04-13,Lyon,17.4,1.2,ensoleillé
2023-04-13,Marseille,15.9,2.7,pluie
2023-04-13,Nice,20.0,1.0,ensoleillé
2023-04-13,Bordeaux,18.4,1.2,ensoleillé
2023-04-13,Toulouse,24.1,0.0,orage
2023-04-13,Lille,16.7,0.5,ensoleillé
2023-04-13,Strasbourg,13.3,0.0,pluie
2023-04-13,Nantes,17.6,2.3,ensoleillé
2023-04-13,Chamonix,21.3,1.3,ensoleillé
2023-04-14,Paris,24.3,0.8,ensoleillé
2023-04-14,Lyon,22.0,0.8,ensoleillé
2023-04-14,Marseille,21.3,0.1,nuageux
2023-04-14,Nice,7.8,0.8,ensoleillé
2023-04-14,Bordeaux,27.1,2.4,ensoleillé
2023-04-14,Toulouse,24.8,2.9,pluie
2023-04-14,Lille,20.4,1.3,ensoleillé
2023-04-14,Strasbourg,16.9,0.5,ensoleillé
2023-04-14,Nantes,23.1,2.8,ensoleillé
2023-04-14,Chamonix,19.3,0.3,ensoleillé
2023-04-15,Paris,20.0,1.9,pluie
2023-04-15,Lyon,12.8,0.0,nuageux
2023-04-15,Marseille,17.2,0.0,pluie
2023-04-15,Nice,17.5,0.8,nuageux
2023-04-15,Bordeaux,17.7,3.2,pluie
2023-04-15,Toulouse,21.6,1.5,nuageux
2023-04-15,Lille,23.1,0.0,ensoleillé
2023-04-15,Strasbourg,25.2,0.9,nuageux
2023-04-15,Nantes,23.4,0.0,orage
2023-04-15,Chamonix,12.2,2.2,ensoleillé
2023-04-16,Paris,21.9,0.0,pluie
2023-04-16,Lyon,15.7,2.7,pluie
2023-04-16,Marseille,14.1,3.5,nuageux
2023-04-16,Nice,15.5,2.0,nuageux
2023-04-16,Bordeaux,18.4,1.9,neige
2023-04-16,Toulouse,17.3,0.8,ensoleillé
2023-04-16,Lille,20.2,0.0,nuageux
2023-04-16,Strasbourg,23.7,0.2,nuageux
2023-04-16,Nantes,18.9,0.0,nuageux
2023-04-16,Chamonix,7.2,0.7,nuageux
2023-04-17,Paris,32.1,2.2,orage
2023-04-17,Lyon,19.9,0.6,ensoleillé
2023-04-17,Marseille,20.1,1.8,ensoleillé
2023-04-17,Nice,14.1,2.7,nuageux
2023-04-17,Bordeaux,23.6,2.1,ensoleillé
2023-04-17,Toulouse,22.2,1.0,ensoleillé
2023-04-17,Lille,23.4,1.9,nuageux
2023-04-17,Strasbourg,18.2,0.1,nuageux
2023-04-17,Nantes,20.5,3.3,ensoleillé
2023-04-17,Chamonix,13.8,0.0,neige
2023-04-18,Paris,20.8,1.1,nuageux
2023-04-18,Lyon,20.9,1.4,nuageux
2023-04-18,Marseille,18.9,3.2,nuageux
2023-04-18,Nice,12.0,0.0,ensoleillé
2023-04-18,Bordeaux,19.5,0.0,pluie
2023-04-18,Toulouse,19.1,3.5,pluie
2023-04-18,Lille,20.1,1.3,nuageux
2023-04-18,Strasbourg,13.7,0.1,pluie
2023-04-18,Nantes,18.1,0.5,pluie
2023-04-18,Chamonix,26.4,1.8,ensoleillé
2023-04-19,Paris,14.4,1.4,nuageux
2023-04-19,Lyon,22.5,2.7,ensoleillé
2023-04-19,Marseille,27.9,0.0,ensoleillé
2023-04-19,Nice,15.9,0.0,nuageux
2023-04-19,Bordeaux,18.8,1.7,nuageux
2023-04-19,Toulouse,24.9,0.9,ensoleillé
2023-04-19,Lille,18.4,1.2,nuageux
2023-04-19,Strasbourg,15.8,4.1,nuageux
