date_log,session_id,client_id,ip_address,user_agent,search_query,filters,results_count,page_number,action
2025-01-04T10:52:48,SES-2023-0081,498,98.96.42.216,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Chamonix,"{""date"": ""2025-01-14"", ""categorie"": ""Sport"", ""prix_max"": 50}",19,1,view_results
2024-12-21T05:18:20,SES-2023-0803,497,8.27.127.152,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lille,"{""date"": ""2024-12-31"", ""categorie"": ""Sport"", ""prix_max"": 30}",16,1,view_results
2025-01-10T04:08:59,SES-2023-0019,421,150.15.146.210,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2025-01-20"", ""categorie"": ""Nature""}",30,1,view_results
2025-04-13T21:37:27,SES-2023-1169,145,159.87.87.73,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-04-23"", ""categorie"": ""Nature""}",28,1,filter_results
2025-03-08T02:33:06,SES-2023-0400,117,190.146.106.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-03-18"", ""categorie"": ""Famille"", ""prix_max"": 30}",10,1,filter_results
2025-06-03T04:54:57,SES-2023-0902,379,163.33.9.37,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-06-13"", ""categorie"": ""Famille"", ""prix_max"": 30}",5,1,filter_results
2025-04-02T23:28:55,SES-2023-1000,416,175.233.49.240,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-04-12"", ""categorie"": ""Nature""}",9,1,filter_results
2025-05-21T17:33:21,SES-2023-1180,371,150.41.17.234,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-05-31"", ""categorie"": ""Culture""}",27,1,filter_results
2024-12-20T05:56:49,SES-2023-1312,149,1.74.198.231,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2024-12-30"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",29,1,view_results
2025-01-25T15:19:51,SES-2023-0263,155,184.159.48.148,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-02-04"", ""categorie"": ""Luxe"", ""prix_max"": 10}",8,1,filter_results
2025-04-18T14:51:01,SES-2023-1149,51,68.30.249.197,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-28"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",9,1,view_results
2025-03-10T06:10:30,SES-2023-0151,422,153.14.142.218,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-03-20"", ""categorie"": ""Nature""}",16,1,view_results
2025-06-04T06:23:35,SES-2023-1255,169,22.253.71.185,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-06-14"", ""categorie"": ""Nature"", ""prix_max"": 30}",25,1,filter_results
2025-04-24T02:42:42,SES-2023-1165,397,10.95.235.47,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-05-04"", ""categorie"": ""Luxe""}",8,1,view_results
2025-02-14T02:43:06,SES-2023-1042,111,61.162.15.170,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-02-24"", ""categorie"": ""Sport""}",23,1,view_results
2025-05-23T16:45:59,SES-2023-1394,306,19.79.34.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-06-02"", ""categorie"": ""Culture"", ""prix_max"": 30}",25,1,view_results
2025-01-07T06:43:39,SES-2023-0524,192,50.170.157.250,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-01-17"", ""categorie"": ""Nature""}",8,1,view_results
2025-04-27T22:58:59,SES-2023-0262,489,168.105.27.73,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-05-07"", ""categorie"": ""Nature"", ""prix_max"": 50}",23,1,view_results
2025-01-16T12:56:24,SES-2023-1462,295,64.236.39.107,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-01-26"", ""categorie"": ""Luxe""}",13,1,view_results
2025-03-22T14:22:06,SES-2023-0385,60,89.119.144.250,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-04-01"", ""categorie"": ""Famille"", ""prix_max"": 50}",9,1,view_results
2025-01-24T13:10:51,SES-2023-0495,351,73.90.145.143,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-02-03"", ""categorie"": ""Luxe""}",23,1,view_results
2025-03-29T09:27:42,SES-2023-0003,249,195.2.207.225,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-04-08"", ""categorie"": ""Culture""}",28,1,view_results
2025-04-09T22:33:10,SES-2023-0051,150,3.221.135.157,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-04-19"", ""categorie"": ""Gastronomie""}",24,1,filter_results
2025-01-19T11:40:17,SES-2023-0525,435,203.171.217.61,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lille,"{""date"": ""2025-01-29"", ""categorie"": ""Luxe"", ""prix_max"": 20}",28,1,view_results
2025-05-11T08:57:19,SES-2023-0799,11,94.48.98.161,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-05-21"", ""categorie"": ""Famille""}",5,1,filter_results
2025-04-18T18:24:10,SES-2023-0807,329,182.124.180.130,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2025-04-28"", ""categorie"": ""Culture""}",11,1,view_results
2024-12-23T07:28:15,SES-2023-0942,467,111.15.225.19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-01-02"", ""categorie"": ""Gastronomie"", ""prix_max"": 30}",6,1,view_results
2025-01-20T17:17:35,SES-2023-1073,96,187.76.240.63,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-01-30"", ""categorie"": ""Luxe"", ""prix_max"": 10}",27,1,filter_results
2025-05-04T05:06:30,SES-2023-0072,326,219.42.123.56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-05-14"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",12,1,filter_results
2025-01-05T03:37:07,SES-2023-0552,7,99.198.134.129,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Paris,"{""date"": ""2025-01-15"", ""categorie"": ""Luxe""}",9,1,view_results
2025-01-02T02:51:48,SES-2023-0463,120,92.191.131.182,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Paris,"{""date"": ""2025-01-12"", ""categorie"": ""Culture"", ""prix_max"": 20}",23,1,view_results
2025-05-20T05:23:11,SES-2023-0293,283,82.224.20.31,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-05-30"", ""categorie"": ""Luxe"", ""prix_max"": 20}",6,1,view_results
2025-01-02T21:28:10,SES-2023-0673,13,6.6.238.88,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-01-12"", ""categorie"": ""Gastronomie"", ""prix_max"": 10}",21,1,filter_results
2025-05-17T05:51:11,SES-2023-1387,189,155.245.104.129,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-05-27"", ""categorie"": ""Luxe"", ""prix_max"": 50}",10,1,filter_results
2025-04-18T13:24:00,SES-2023-0441,86,191.174.139.113,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-04-28"", ""categorie"": ""Culture""}",21,1,view_results
2025-04-05T04:44:20,SES-2023-0029,491,141.101.214.46,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-04-15"", ""categorie"": ""Culture""}",8,1,filter_results
2025-04-08T08:02:37,SES-2023-1475,9,36.60.252.228,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Paris,"{""date"": ""2025-04-18"", ""categorie"": ""Sport""}",12,1,filter_results
2025-01-06T15:20:12,SES-2023-0263,376,148.241.118.248,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-01-16"", ""categorie"": ""Sport"", ""prix_max"": 30}",12,1,filter_results
2025-02-13T18:57:50,SES-2023-0679,436,33.63.58.152,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-02-23"", ""categorie"": ""Luxe""}",8,1,view_results
2024-12-10T16:59:43,SES-2023-0822,451,202.41.89.232,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2024-12-20"", ""categorie"": ""Culture""}",6,1,filter_results
2024-12-13T10:25:47,SES-2023-1474,313,12.219.113.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2024-12-23"", ""categorie"": ""Culture""}",22,1,filter_results
2025-04-19T20:53:27,SES-2023-1468,123,6.12.38.130,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-29"", ""categorie"": ""Luxe"", ""prix_max"": 30}",8,1,filter_results
2025-04-24T00:28:51,SES-2023-1444,332,91.121.59.110,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-05-04"", ""categorie"": ""Culture"", ""prix_max"": 30}",11,1,view_results
2025-05-26T11:15:41,SES-2023-1410,78,104.195.51.93,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-06-05"", ""categorie"": ""Famille"", ""prix_max"": 10}",24,1,view_results
2024-12-09T15:34:16,SES-2023-0583,362,101.5.127.26,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2024-12-19"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",9,1,filter_results
2025-03-04T21:08:31,SES-2023-1350,400,79.102.111.69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-03-14"", ""categorie"": ""Nature""}",25,1,filter_results
2025-02-07T17:21:28,SES-2023-1458,50,78.199.74.160,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2025-02-17"", ""categorie"": ""Nature""}",6,1,view_results
2024-12-07T16:45:40,SES-2023-1072,2,140.47.134.64,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2024-12-17"", ""categorie"": ""Gastronomie""}",27,1,view_results
2025-04-16T04:29:02,SES-2023-0679,94,124.145.195.3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-04-26"", ""categorie"": ""Culture"", ""prix_max"": 20}",27,1,view_results
2025-05-26T11:27:23,SES-2023-0273,255,164.100.255.209,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2025-06-05"", ""categorie"": ""Nature"", ""prix_max"": 50}",7,1,view_results
2025-01-14T11:59:34,SES-2023-0942,467,198.212.181.120,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Chamonix,"{""date"": ""2025-01-24"", ""categorie"": ""Luxe""}",9,1,filter_results
2025-05-12T19:56:35,SES-2023-0030,480,102.117.123.67,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-05-22"", ""categorie"": ""Culture"", ""prix_max"": 30}",17,1,view_results
2025-03-01T13:38:49,SES-2023-1045,393,180.135.139.20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-03-11"", ""categorie"": ""Famille""}",24,1,view_results
2025-05-21T02:12:13,SES-2023-0972,454,202.15.109.247,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-05-31"", ""categorie"": ""Gastronomie""}",12,1,filter_results
2025-05-24T00:19:58,SES-2023-0090,260,154.152.65.7,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-06-03"", ""categorie"": ""Gastronomie""}",10,1,view_results
2025-04-23T21:57:33,SES-2023-0129,384,39.239.22.247,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Chamonix,"{""date"": ""2025-05-03"", ""categorie"": ""Nature"", ""prix_max"": 50}",28,1,view_results
2025-02-27T02:24:14,SES-2023-0466,219,171.180.128.198,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-03-09"", ""categorie"": ""Luxe"", ""prix_max"": 30}",20,1,filter_results
2025-04-05T00:45:04,SES-2023-0481,124,62.40.226.160,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-04-15"", ""categorie"": ""Sport"", ""prix_max"": 30}",10,1,filter_results
2025-04-27T07:08:16,SES-2023-0307,276,128.151.140.63,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Chamonix,"{""date"": ""2025-05-07"", ""categorie"": ""Nature""}",5,1,filter_results
2025-01-24T10:46:43,SES-2023-0921,374,102.1.120.44,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-02-03"", ""categorie"": ""Sport""}",26,1,filter_results
2025-01-25T12:27:24,SES-2023-0420,285,48.44.148.143,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Marseille,"{""date"": ""2025-02-04"", ""categorie"": ""Gastronomie""}",19,1,view_results
2024-12-19T15:10:18,SES-2023-0681,96,207.29.196.105,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2024-12-29"", ""categorie"": ""Famille"", ""prix_max"": 30}",25,1,filter_results
2024-12-26T11:44:25,SES-2023-0737,392,24.113.229.31,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-01-05"", ""categorie"": ""Sport"", ""prix_max"": 10}",17,1,view_results
2025-03-29T19:56:23,SES-2023-0998,31,16.250.230.205,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lille,"{""date"": ""2025-04-08"", ""categorie"": ""Luxe"", ""prix_max"": 50}",24,1,view_results
2025-04-19T07:33:21,SES-2023-0564,70,6.82.58.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-04-29"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",24,1,filter_results
2025-05-09T07:35:33,SES-2023-1472,459,176.225.7.84,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-05-19"", ""categorie"": ""Culture"", ""prix_max"": 50}",9,1,view_results
2024-12-26T12:57:43,SES-2023-0061,401,38.20.54.125,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-01-05"", ""categorie"": ""Famille"", ""prix_max"": 20}",16,1,filter_results
2025-03-12T06:15:23,SES-2023-1136,286,41.34.4.138,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Strasbourg,"{""date"": ""2025-03-22"", ""categorie"": ""Culture""}",10,1,view_results
2025-03-29T19:06:36,SES-2023-0345,120,205.92.18.25,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-04-08"", ""categorie"": ""Gastronomie""}",17,1,view_results
2025-03-17T07:03:57,SES-2023-1420,189,72.75.68.87,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-03-27"", ""categorie"": ""Famille""}",12,1,view_results
2025-02-02T13:45:46,SES-2023-0550,370,86.244.93.46,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-02-12"", ""categorie"": ""Gastronomie""}",21,1,filter_results
2024-12-08T07:54:36,SES-2023-0231,191,33.41.129.245,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2024-12-18"", ""categorie"": ""Culture""}",20,1,view_results
2025-04-13T04:23:42,SES-2023-0723,443,154.27.199.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Bordeaux,"{""date"": ""2025-04-23"", ""categorie"": ""Culture"", ""prix_max"": 30}",16,1,view_results
2025-04-05T15:00:01,SES-2023-0611,369,154.154.221.254,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-04-15"", ""categorie"": ""Luxe""}",27,1,filter_results
2024-12-26T07:39:50,SES-2023-0862,363,182.62.154.110,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-01-05"", ""categorie"": ""Nature"", ""prix_max"": 20}",18,1,view_results
2024-12-30T20:57:55,SES-2023-0846,88,42.101.59.11,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lille,"{""date"": ""2025-01-09"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",30,1,view_results
2025-04-23T16:45:31,SES-2023-0676,202,42.58.30.38,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Paris,"{""date"": ""2025-05-03"", ""categorie"": ""Famille""}",22,1,filter_results
2025-04-21T17:08:31,SES-2023-1135,419,114.154.49.81,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-05-01"", ""categorie"": ""Culture""}",16,1,view_results
2025-01-02T00:10:58,SES-2023-0165,307,131.18.86.70,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Chamonix,"{""date"": ""2025-01-12"", ""categorie"": ""Nature"", ""prix_max"": 50}",26,1,filter_results
2025-02-08T03:19:25,SES-2023-0548,122,11.22.246.224,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-02-18"", ""categorie"": ""Famille""}",18,1,filter_results
2025-03-05T16:51:57,SES-2023-0272,129,147.119.94.79,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Bordeaux,"{""date"": ""2025-03-15"", ""categorie"": ""Luxe"", ""prix_max"": 50}",19,1,filter_results
2025-01-21T18:51:00,SES-2023-1151,401,49.88.72.3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Toulouse,"{""date"": ""2025-01-31"", ""categorie"": ""Gastronomie"", ""prix_max"": 30}",6,1,filter_results
2025-04-29T21:03:31,SES-2023-1372,263,83.150.135.49,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-05-09"", ""categorie"": ""Gastronomie""}",18,1,filter_results
2025-03-13T15:32:35,SES-2023-1196,478,199.89.69.75,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Bordeaux,"{""date"": ""2025-03-23"", ""categorie"": ""Luxe""}",23,1,view_results
2025-06-07T08:58:06,SES-2023-1122,332,44.179.218.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Toulouse,"{""date"": ""2025-06-17"", ""categorie"": ""Famille"", ""prix_max"": 10}",6,1,filter_results
2025-04-01T20:18:45,SES-2023-0705,340,38.209.2.114,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nice,"{""date"": ""2025-04-11"", ""categorie"": ""Gastronomie""}",17,1,filter_results
2024-12-24T00:47:03,SES-2023-0213,344,85.24.93.42,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Marseille,"{""date"": ""2025-01-03"", ""categorie"": ""Famille"", ""prix_max"": 10}",6,1,filter_results
2025-05-06T21:24:22,SES-2023-0150,10,109.49.168.193,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-05-16"", ""categorie"": ""Gastronomie"", ""prix_max"": 20}",14,1,view_results
2025-02-07T03:51:16,SES-2023-1160,145,14.247.104.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-02-17"", ""categorie"": ""Luxe"", ""prix_max"": 20}",30,1,view_results
2025-05-18T06:10:41,SES-2023-0786,204,99.144.4.168,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-05-28"", ""categorie"": ""Famille""}",26,1,view_results
2025-04-22T21:04:25,SES-2023-1416,187,5.106.215.53,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nice,"{""date"": ""2025-05-02"", ""categorie"": ""Culture""}",30,1,view_results
2025-02-23T04:26:50,SES-2023-1013,6,69.70.245.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Nantes,"{""date"": ""2025-03-05"", ""categorie"": ""Nature"", ""prix_max"": 30}",26,1,filter_results
2025-03-03T14:07:45,SES-2023-0814,80,124.19.33.29,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-03-13"", ""categorie"": ""Sport""}",21,1,filter_results
2025-01-22T08:35:22,SES-2023-0686,266,86.245.171.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-02-01"", ""categorie"": ""Sport""}",20,1,view_results
2025-05-11T22:47:58,SES-2023-0386,103,208.57.73.133,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Chamonix,"{""date"": ""2025-05-21"", ""categorie"": ""Gastronomie"", ""prix_max"": 50}",15,1,view_results
2025-04-23T09:04:15,SES-2023-0740,389,191.17.131.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-05-03"", ""categorie"": ""Famille""}",23,1,view_results
2024-12-30T00:17:29,SES-2023-0627,309,175.116.65.245,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-01-09"", ""categorie"": ""Luxe"", ""prix_max"": 10}",19,1,filter_results
2024-12-20T05:45:20,SES-2023-1327,240,164.243.180.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Bordeaux,"{""date"": ""2024-12-30"", ""categorie"": ""Culture"", ""prix_max"": 50}",27,1,view_results
2025-05-16T16:51:51,SES-2023-0623,73,213.178.235.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-05-26"", ""categorie"": ""Culture""}",19,1,view_results
2025-04-04T10:28:17,SES-2023-0653,495,199.112.188.32,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-04-14"", ""categorie"": ""Sport""}",14,1,view_results
2025-02-16T14:30:34,SES-2023-0424,263,202.168.46.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lille,"{""date"": ""2025-02-26"", ""categorie"": ""Sport""}",16,1,filter_results
2025-04-20T13:12:21,SES-2023-0971,432,187.169.179.78,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-04-30"", ""categorie"": ""Nature""}",20,1,view_results
2025-04-01T22:22:35,SES-2023-0176,21,209.114.61.254,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Paris,"{""date"": ""2025-04-11"", ""categorie"": ""Luxe""}",8,1,view_results
2025-02-08T10:48:59,SES-2023-0352,251,187.72.179.9,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Strasbourg,"{""date"": ""2025-02-18"", ""categorie"": ""Nature"", ""prix_max"": 20}",21,1,filter_results
2025-03-26T13:51:38,SES-2023-0294,299,52.142.34.76,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nice,"{""date"": ""2025-04-05"", ""categorie"": ""Luxe"", ""prix_max"": 20}",26,1,filter_results
2025-03-03T13:04:53,SES-2023-0881,176,18.211.13.151,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2025-03-13"", ""categorie"": ""Famille"", ""prix_max"": 20}",21,1,filter_results
2024-12-27T22:09:17,SES-2023-1376,168,156.191.231.168,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2025-01-06"", ""categorie"": ""Culture"", ""prix_max"": 50}",12,1,filter_results
2025-04-01T04:28:00,SES-2023-0461,417,163.147.116.102,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Paris,"{""date"": ""2025-04-11"", ""categorie"": ""Luxe""}",21,1,filter_results
2024-12-10T17:00:01,SES-2023-1148,151,149.52.249.83,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Lyon,"{""date"": ""2024-12-20"", ""categorie"": ""Culture""}",25,1,filter_results
2025-03-07T23:25:25,SES-2023-1357,157,41.35.145.245,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Marseille,"{""date"": ""2025-03-17"", ""categorie"": ""Famille""}",17,1,filter_results
2025-03-03T00:11:37,SES-2023-0191,418,218.103.136.214,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Strasbourg,"{""date"": ""2025-03-13"", ""categorie"": ""Culture"", ""prix_max"": 20}",22,1,filter_results
2025-05-05T02:20:54,SES-2023-0115,471,211.84.159.111,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-05-15"", ""categorie"": ""Luxe""}",9,1,filter_results
2024-12-24T04:37:20,SES-2023-0295,318,198.128.36.218,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Nantes,"{""date"": ""2025-01-03"", ""categorie"": ""Sport"", ""prix_max"": 10}",10,1,view_results
2025-03-23T20:26:09,SES-2023-0133,220,150.211.69.170,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Lyon,"{""date"": ""2025-04-02"", ""categorie"": ""Luxe"", ""prix_max"": 20}",11,1,view_results
2025-03-20T04:25:25,SES-2023-0528,337,130.126.148.180,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Lyon,"{""date"": ""2025-03-30"", ""categorie"": ""Famille"", ""prix_max"": 50}",5,1,view_results
2025-05-11T02:31:45,SES-2023-1135,334,187.39.251.62,Mozilla/5.0 (iPhone; CPU iPhone OS 13_3)...,activités Toulouse,"{""date"": ""2025-05-21"", ""categorie"": ""Culture"", ""prix_max"": 10}",15,1,filter_results
2025-04-14T04:09:56,SES-2023-0994,185,205.87.213.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)...,activités Paris,"{""date"": ""2025-04-24"", ""categorie"": ""Gastronomie""}",24,1,view_results
2025-01-11T09:37:35,SES-2023-0014,255,77.32.117.0,Mozilla/5.0 (Windows NT 10.0; Win64; x64)...,activités Nantes,"{""date"": ""2025-01-21"", ""categorie"": ""Sport""}",17,1,view_results
